1.35762, 1.40463
1.21231, 1.41341
1.27845, 1.38473
1.26241, 1.35052
1.33777, 1.49521
1.33736, 1.43477
1.33552, 1.49364
1.33874, 1.41586
1.23392, 1.46897
1.27724, 1.49982
1.29043, 1.44921
1.27841, 1.43485
1.33123, 1.40721
1.23714, 1.47149
1.27868, 1.46937
1.32155, 1.3588
1.227, 1.46395
1.30924, 1.39535
1.30873, 1.41171
1.38955, 1.41352
1.34105, 1.45408
1.26525, 1.37129
1.38888, 1.3942
1.31629, 1.49886
1.3673, 1.47164
1.37467, 1.40169
1.30195, 1.46197
1.23117, 1.43817
1.25929, 1.45291
1.31903, 1.49223
1.2193, 1.3727
1.23097, 1.49189
1.23192, 1.36098
1.2623, 1.44386
1.33134, 1.43809
1.37134, 1.42642
1.31829, 1.44794
1.33905, 1.39182
1.26218, 1.44979
1.25895, 1.39284
1.26673, 1.35696
1.22876, 1.4185
1.29944, 1.44287
1.23587, 1.37419
1.23674, 1.46218
1.2127, 1.45949
1.27693, 1.40444
1.27939, 1.45096
1.34994, 1.37468
1.33526, 1.4281
1.22867, 1.37462
1.23485, 1.38359
1.22334, 1.45655
1.28033, 1.38428
1.32076, 1.4026
1.37129, 1.41558
1.36959, 1.44879
1.27835, 1.4436
1.26418, 1.49708
1.33952, 1.36639
1.25498, 1.44173
1.33253, 1.41581
1.22041, 1.42859
1.24184, 1.39245
1.29835, 1.36424
1.37147, 1.42006
1.24055, 1.37903
1.31118, 1.39527
1.28986, 1.40969
1.33773, 1.37075
1.32897, 1.39543
1.35656, 1.42526
1.24407, 1.44626
1.2403, 1.47336
1.27802, 1.35831
1.32504, 1.43047
1.35237, 1.35109
1.38164, 1.45119
1.3043, 1.48223
1.32475, 1.39746
1.38584, 1.42837
1.23596, 1.45651
1.3142, 1.35447
1.32366, 1.45591
1.3565, 1.468
1.20291, 1.44284
1.355, 1.42611
1.22913, 1.47233
1.33257, 1.48639
1.36394, 1.41502
1.2591, 1.46916
1.37152, 1.36978
1.30673, 1.49837
1.20405, 1.41561
1.3675, 1.3956
1.31923, 1.37727
1.29689, 1.40929
1.23839, 1.35466
1.3227, 1.47652
1.26225, 1.3777
1.37072, 1.36644
1.26543, 1.422
1.2552, 1.47248
1.34421, 1.47018
1.33347, 1.46173
1.27752, 1.43457
1.24362, 1.393
1.27821, 1.46813
1.21159, 1.4464
1.32768, 1.47885
1.29599, 1.43935
1.31821, 1.42358
1.36555, 1.41687
1.23041, 1.48735
1.23264, 1.37201
1.37867, 1.42367
1.35133, 1.35989
1.24909, 1.37089
1.32132, 1.35698
1.27804, 1.41103
1.32664, 1.44935
1.2421, 1.41654
1.38005, 1.43421
1.37033, 1.42205
1.25701, 1.45205
1.30599, 1.3681
1.2638, 1.3967
1.38228, 1.40882
1.33856, 1.46441
1.3369, 1.4305
1.26491, 1.44041
1.34259, 1.44818
1.36987, 1.4089
1.24583, 1.43059
1.38685, 1.46854
1.34853, 1.37738
1.31554, 1.42218
1.31635, 1.47152
1.37663, 1.45631
1.32964, 1.44286
1.37307, 1.48933
1.37126, 1.43613
1.31499, 1.43271
1.29824, 1.44128
1.34695, 1.39366
1.37794, 1.37259
1.23946, 1.37961
1.32121, 1.37852
1.34173, 1.38319
1.29059, 1.49706
1.26816, 1.38705
1.2456, 1.35229
1.21641, 1.43975
1.37495, 1.37989
1.23164, 1.40737
1.32753, 1.44731
1.22536, 1.37065
1.23905, 1.47132
1.2403, 1.42488
1.38147, 1.41963
1.36513, 1.40284
1.33382, 1.43007
1.2239, 1.46441
1.21802, 1.44512
1.32416, 1.37022
1.3064, 1.4631
1.37152, 1.39221
1.20891, 1.43898
1.21553, 1.46525
1.38542, 1.40665
1.35913, 1.3688
1.2222, 1.41823
1.36452, 1.48344
1.21743, 1.41254
1.33987, 1.41624
1.25412, 1.44793
1.26909, 1.44841
1.27619, 1.35907
1.30976, 1.38839
1.2291, 1.46619
1.24584, 1.35761
1.34851, 1.36728
1.39441, 1.42341
1.32802, 1.46094
1.38661, 1.43956
1.2405, 1.38469
1.3839, 1.46208
1.33566, 1.4224
1.31984, 1.35706
1.30056, 1.43051
1.23354, 1.39179
1.21987, 1.47093
1.22804, 1.39331
1.23434, 1.38706
1.2772, 1.38171
1.24088, 1.459
1.32164, 1.35201
1.2408, 1.4472
1.32334, 1.38169
1.33929, 1.42738
1.27189, 1.47839
1.31218, 1.41575
1.28325, 1.47473
1.27206, 1.47033
1.26077, 1.42325
1.37125, 1.4003
1.2213, 1.42753
1.29267, 1.46319
1.25746, 1.39355
1.28591, 1.36614
1.33669, 1.35943
1.28455, 1.37743
1.27904, 1.357
1.32392, 1.47174
1.3451, 1.46493
1.37322, 1.42213
1.36222, 1.41822
1.27144, 1.37803
1.35999, 1.48794
1.34711, 1.41011
1.32962, 1.35162
1.26378, 1.46761
1.30546, 1.36482
1.36306, 1.35126
1.22034, 1.47379
1.25361, 1.39399
1.25137, 1.36253
1.38325, 1.44466
1.34865, 1.39328
1.30002, 1.35078
1.24028, 1.41194
1.34184, 1.36025
1.25286, 1.46334
1.32655, 1.48307
1.33246, 1.46236
1.23448, 1.47687
1.30663, 1.45086
1.25514, 1.43541
1.32026, 1.47068
1.37907, 1.39334
1.35619, 1.3867
1.2183, 1.39704
1.26728, 1.4734
1.26574, 1.39233
1.34362, 1.40515
1.36066, 1.41311
1.2357, 1.46022
1.24886, 1.4503
1.34269, 1.49798
1.38095, 1.38793
1.33248, 1.48344
1.27557, 1.36614
1.35365, 1.48322
1.34915, 1.48437
1.24731, 1.49939
1.26895, 1.45096
1.24472, 1.43326
1.23865, 1.40844
1.35321, 1.35766
1.26636, 1.46946
1.21771, 1.46092
1.36627, 1.37901
1.35906, 1.49904
1.23733, 1.37741
1.28831, 1.39767
1.37254, 1.44454
1.38102, 1.38239
1.31753, 1.42286
1.37302, 1.42869
1.27946, 1.41337
1.24454, 1.41062
1.24815, 1.48032
1.28631, 1.40859
1.37409, 1.48859
1.24908, 1.40686
1.31285, 1.48396
1.33016, 1.43311
1.3625, 1.47012
1.21229, 1.38939
1.20525, 1.40901
1.24523, 1.43865
1.34691, 1.40929
1.27567, 1.46308
1.33316, 1.38845
1.363, 1.4673
1.21087, 1.44367
1.33926, 1.42124
1.28707, 1.42479
1.39929, 1.42353
1.23347, 1.45334
1.30535, 1.37277
